index,time,S:London__all,S:Eyam__all,I:London__all,I:Eyam__all,obs_mean:Eyam__Kendall__inc,obs_mean:London__Creighton__inc,obs_real:Eyam__Kendall__inc,obs_real:London__Creighton__inc
0,245,345006,319,0,0,0,0,0,0
0,214,345006,319,0,0,0,16.2,0,20.6142
0,184,349897,319,12,0,0,486,0,484.958
0,153,352196,319,228,0,0,3482.1,0,3107.95
0,123,351731,319,1620,0,0,17427.6,0,14670.6
0,92,363066,319,6217,0,0,38626.2,0,41196.2
0,61,403759,319,8442,0,21.6,29911.5,22.7088,30681.2
0,31,444303,346,3355,0,3.6,11107.8,3.48637,13058
0,0,458384,347,1616,3,0,0,0,0
1,245,367608,347,0,0,0,2.7,0,4.44583
1,214,367610,347,1,0,0,66.6,0,70.6123
1,184,364011,347,18,0,0,488.7,0,539.775
1,153,374515,347,218,0,0,2895.3,0,2502.57
1,123,367351,347,1524,0,0,15369.3,0,14578.4
1,92,389891,347,4324,0,0,25939.8,0,28328.7
1,61,418969,346,5389,0,0,20171.7,0,21037.7
1,31,440547,346,4279,0,3.6,13656.6,2.35169,10273.5
1,0,458363,347,1637,3,0,0,0,0
2,245,295915,99,0,0,4.5,0,5.54807,0
2,214,295901,106,4,0,0.9,52.2,0.436487,47.9039
2,184,295934,106,29,1,21.6,599.4,22.5992,581.025
2,153,297071,123,412,0,24.3,5681.7,24.777,6001.18
2,123,298187,138,3128,7,74.7,28999.8,75.6222,30073.2
2,92,315745,238,11386,4,65.7,60593.4,57.6691,58710.7
2,61,381200,290,13257,25,25.2,44182.8,25.1737,45779
2,31,441563,346,4451,0,3.6,12587.4,4.49036,10748.2
2,0,458368,347,1632,3,0,0,0,0
3,245,341496,347,0,0,0,5.4,0,6.26583
3,214,341500,347,2,0,0,84.6,0,94.5161
3,184,341854,347,22,0,0,669.6,0,639.243
3,153,342474,347,398,0,0,4931.1,0,5052.47
3,123,345407,347,2396,0,0,20968.2,0,18761
3,92,356273,347,8846,0,0,41402.7,0,39944.5
3,61,395850,347,10327,0,0,34430.4,0,36211.3
3,31,436055,346,6435,0,3.6,15759,3.51005,14443.3
3,0,458366,347,1634,3,0,0,0,0
4,245,355932,67,0,0,12.6,0,12.3221,0
4,214,352898,98,6,0,0.9,63,1.17039,51.6507
4,184,352881,98,27,0,18,606.6,17.9878,606.131
4,153,357604,125,246,2,25.2,3398.4,27.096,3656.59
4,123,358692,114,1708,21,81,16196.4,56.2398,17500.8
4,92,373286,207,5110,18,57.6,31789.8,46.7161,29712
4,61,405958,280,7760,9,47.7,28298.7,51.0827,28508.4
4,31,442783,345,3642,0,4.5,12217.5,4.15641,12364.8
4,0,458354,347,1646,3,0,0,0,0
5,245,374618,346,0,0,0,2.7,0,2.71314
5,214,374619,346,2,0,0,79.2,0,82.5762
5,184,366089,346,17,0,0,551.7,0,665.186
5,153,376609,346,262,0,0,3461.4,0,3039.03
5,123,376836,346,1374,0,0,15156,0,16685.8
5,92,379728,346,5600,0,0,30521.7,0,34832.3
5,61,415571,346,6287,0,0,22585.5,0,19655.1
5,31,443157,346,3796,0,3.6,11742.3,5.17822,11501.1
5,0,458375,347,1625,3,0,0,0,0
6,245,375166,343,0,0,0,0.9,0,0.576199
6,214,375166,343,1,0,0,90,0,92.3775
6,184,367868,343,13,0,0,507.6,0,485.555
6,153,371940,343,289,0,0,3074.4,0,2637.59
6,123,377817,343,1410,0,0,13995,0,15162.4
6,92,390355,343,4422,0,0,25777.8,0,27046.2
6,61,414432,343,6463,0,0,23454,0,24125.3
6,31,440949,346,4088,0,3.6,13466.7,3.57614,12316.3
6,0,458349,347,1651,3,0,0,0,0
7,245,372986,10,0,0,8.1,1.8,8.14343,1.28443
7,214,369868,32,0,0,0.9,34.2,0.777381,33.2178
7,184,369886,32,20,1,20.7,541.8,17.2651,534.656
7,153,373920,29,190,0,24.3,3149.1,24.2542,3089.04
7,123,369507,56,1590,13,82.8,15759,78.5403,16689.3
7,92,388400,170,3745,8,96.3,26036.1,97.4708,26810.8
7,61,414601,247,6473,38,51.3,23389.2,55.9335,24045.1
7,31,440411,346,4641,0,3.6,13453.2,3.68103,14463
7,0,458363,347,1637,3,0,0,0,0
8,245,370168,346,0,0,0,0,0,0
8,214,370168,346,0,0,0,44.1,0,55.7442
8,184,374819,346,10,0,0,446.4,0,443.429
8,153,377578,346,231,0,0,3039.3,0,3492.07
8,123,374934,346,1195,0,0,13740.3,0,13083.9
8,92,392279,346,4116,0,0,24515.1,0,25076.3
8,61,417460,346,5255,0,0,21504.6,0,25692
8,31,443203,346,3406,0,3.6,12051.9,3.23598,13595
8,0,458366,347,1634,3,0,0,0,0
9,245,335771,67,0,3,24.3,3.6,23.9087,3.0223
9,214,335160,122,3,0,0.9,75.6,1.03266,76.9412
9,184,335209,122,38,1,19.8,627.3,18.4557,500.79
9,153,339783,118,276,1,27.9,3742.2,31.6296,4058.82
9,123,341351,142,2064,14,77.4,18785.7,66.3283,19168.9
9,92,356846,245,6732,17,51.3,40616.1,50.4151,40755.3
9,61,399594,309,9113,10,20.7,32143.5,21.3657,34054.9
9,31,434779,346,6062,0,3.6,17243.1,3.55049,19286.5
9,0,458334,347,1666,3,0,0,0,0
10,245,308249,1,0,0,0,0,0,0
10,214,308249,1,0,0,0.9,51.3,1.23505,50.833
10,184,309026,3,53,0,0,619.2,0,671.829
10,153,309346,1,412,0,0,5790.6,0,6626.71
10,123,308751,0,3527,2,29.7,31089.6,31.9571,35095.6
10,92,337184,17,9638,18,111.6,52444.8,116.934,49699.5
10,61,397758,345,8911,0,0,34022.7,0,39090.4
10,31,438636,347,5092,0,2.7,14644.8,2.53283,14735.8
10,0,458348,347,1652,3,0,0,0,0
11,245,364660,344,0,0,0,0.9,0,1.92954
11,214,364660,344,1,0,0,29.7,0,28.0515
11,184,373071,347,22,0,0,446.4,0,466.449
11,153,365188,344,221,0,0,3608.1,0,3209.51
11,123,377089,346,1297,0,0,12667.5,0,12069.4
11,92,386819,346,3809,0,0,25729.2,0,29080.3
11,61,419918,346,4924,0,0,20119.5,0,20334.1
11,31,443983,346,3214,0,3.6,11522.7,3.21574,10851.1
11,0,458388,347,1612,3,0,0,0,0
12,245,355895,347,0,0,0,1.8,0,2.14422
12,214,355895,347,2,0,0,68.4,0,59.6406
12,184,358240,347,22,0,0,534.6,0,437.574
12,153,357578,347,314,0,0,4270.5,0,5425.58
12,123,359559,347,1962,0,0,17223.3,0,15698
12,92,376289,347,5046,0,0,29887.2,0,31755.9
12,61,407634,347,6909,0,0,26782.2,0,24993.9
12,31,436541,346,5831,0,3.6,15865.2,2.55903,13800
12,0,458373,347,1627,3,0,0,0,0
13,245,360800,86,0,0,4.5,0,3.60405,0
13,214,360781,91,3,0,0.9,61.2,1.17445,73.6568
13,184,358960,125,33,0,14.4,493.2,13.9379,448.566
13,153,360334,126,198,3,22.5,3376.8,22.6032,3209.2
13,123,363786,175,1344,6,66.6,14346,80.994,15260.4
13,92,375962,235,5136,14,49.5,31427.1,38.8058,30598.3
13,61,409829,326,6955,0,14.4,26474.4,14.7083,29218.6
13,31,442100,347,3736,0,2.7,12747.6,2.66753,11842.7
13,0,458363,347,1637,3,0,0,0,0
14,245,376497,93,5,0,9,17.1,8.704,14.3677
14,214,376540,104,3,0,1.8,47.7,1.71567,48.3099
14,184,372883,111,30,9,16.2,516.6,14.1301,454.864
14,153,377119,125,160,8,20.7,2770.2,24.0534,2240.46
14,123,379129,149,1228,7,77.4,12701.7,82.4462,11508.4
14,92,390343,218,4127,24,61.2,26033.4,63.8239,28181.5
14,61,418236,294,5160,16,28.8,21736.8,26.7144,21968.3
14,31,445333,346,3199,0,3.6,10321.2,3.80227,9616.96
14,0,458432,347,1568,3,0,0,0,0
15,245,379419,346,0,0,0,5.4,0,6.54108
15,214,379422,346,3,0,0,48.6,0,49.5028
15,184,371144,346,19,0,0,571.5,0,579.894
15,153,370116,346,214,0,0,3335.4,0,3756.97
15,123,382382,346,1195,0,0,12930.3,0,13995.2
15,92,393865,347,4248,0,0,25549.2,0,25292.3
15,61,426803,346,4131,0,0,16703.1,0,15586.3
15,31,446701,346,2792,0,3.6,9456.3,3.16094,9774.57
15,0,458448,347,1552,3,0,0,0,0
16,245,373155,346,0,0,0,0,0,0
16,214,373155,346,0,0,0,63,0,66.2417
16,184,373348,346,20,0,0,531.9,0,525.197
16,153,373252,346,273,0,0,3197.7,0,2981.2
16,123,378647,346,1341,0,0,14282.1,0,14072.5
16,92,396702,346,3687,0,0,23144.4,0,24392.6
16,61,422502,346,4585,0,0,18680.4,0,18930.6
16,31,444769,346,3074,0,3.6,10941.3,3.30786,11001.2
16,0,458464,347,1536,3,0,0,0,0
17,245,417638,108,0,1,9,0,8.46517,0
17,214,418068,117,0,0,1.8,10.8,2.2045,12.1034
17,184,416935,103,3,3,19.8,75.6,15.9672,70.135
17,153,415430,139,53,4,27.9,801.9,27.4609,871.894
17,123,415782,142,403,10,89.1,4932.9,83.4959,4374.77
17,92,418401,242,1965,17,51.3,13099.5,40.7908,13399.1
17,61,432100,313,2821,3,23.4,13254.3,22.7161,14018.8
17,31,446032,345,2627,0,4.5,10206.9,4.98062,10639.9
17,0,458442,347,1558,3,0,0,0,0
18,245,354373,132,0,0,0,0.9,0,0.630867
18,214,354370,132,2,0,0.9,54,1.52925,58.5138
18,184,354405,132,27,1,20.7,563.4,25.6708,636.045
18,153,356683,146,207,1,23.4,3178.8,20.305,3070.61
18,123,357519,153,1570,20,79.2,15948,83.2169,15535.7
18,92,371824,243,4985,18,61.2,33747.3,48.8588,37467.7
18,61,406689,328,7617,1,14.4,28257.3,10.8072,29406.8
18,31,441293,347,4364,0,2.7,12908.7,2.95273,14643.9
18,0,458432,347,1568,3,0,0,0,0
19,245,382658,345,0,0,0,8.1,0,7.57968
19,214,382660,345,7,0,0,52.2,0,43.6407
19,184,382745,345,28,0,0,500.4,0,522.689
19,153,383012,345,191,0,0,2899.8,0,2719.07
19,123,385326,345,1294,0,0,12627,0,10078.1
19,92,398936,345,3613,0,0,22642.2,0,22886.9
19,61,423606,345,4567,0,0,18320.4,0,14705.9
19,31,445822,345,2707,0,4.5,10323.9,4.96647,10432.1
19,0,458478,347,1522,3,0,0,0,0
20,245,360236,102,3,0,0,18.9,0,19.0951
20,214,360300,102,0,0,1.8,44.1,1.50025,44.8048
20,184,365759,93,35,0,18,549,15.5568,490.646
20,153,361627,136,210,0,20.7,3280.5,19.5917,3304.99
20,123,364349,123,1317,10,88.2,15114.6,71.9555,15759.6
20,92,379152,235,4993,1,54.9,29426.4,62.4477,35660.4
20,61,410190,267,6651,30,43.2,25218.9,27.0122,25801.3
20,31,442753,345,3996,0,4.5,11925.9,4.78386,13500.5
20,0,458459,347,1541,3,0,0,0,0
21,245,400721,9,0,3,18,1.8,17.7628,0.957872
21,214,397366,3,0,0,0.9,10.8,0.662977,11.455
21,184,400173,33,6,0,15.3,104.4,16.66,107.783
21,153,399741,42,51,3,22.5,1151.1,19.8514,832.501
21,123,398353,35,472,9,66.6,6826.5,62.5143,6516.78
21,92,404712,113,2552,15,92.7,18801.9,100.734,20111.1
21,61,424894,346,3779,0,0,17716.5,0,17799.5
21,31,445160,346,2803,0,3.6,10833.3,2.97251,9783.94
21,0,458491,347,1509,3,0,0,0,0
22,245,382257,344,0,0,0,0.9,0,0.909984
22,214,382257,344,1,0,0,31.5,0,26.7308
22,184,382267,344,30,0,0,447.3,0,467.24
22,153,382793,344,196,0,0,2460.6,0,1941.73
22,123,385454,344,857,0,0,10799.1,0,11601
22,92,395697,346,3335,0,0,22142.7,0,22323.3
22,61,425431,345,3537,0,0,16855.2,0,16188.6
22,31,444702,345,3268,0,4.5,10827,3.73355,11641.4
22,0,458457,347,1543,3,0,0,0,0
23,245,378114,346,0,0,0,17.1,0,14.1178
23,214,378120,346,13,0,0,55.8,0,59.0961
23,184,378151,346,23,0,0,433.8,0,468.24
23,153,381042,345,151,0,0,2381.4,0,2318.92
23,123,384593,345,798,0,0,10647,0,11132
23,92,394283,346,3517,0,0,22669.2,0,21529.7
23,61,425923,344,3568,0,0,16376.4,0,16357.1
23,31,442443,345,3690,0,4.5,12480.3,4.73083,11633.2
23,0,458433,347,1567,3,0,0,0,0
24,245,378722,346,0,0,0,1.8,0,2.36948
24,214,378723,346,1,0,0,51.3,0,58.2711
24,184,378758,346,23,0,0,487.8,0,508.948
24,153,379090,346,233,0,0,2871,0,2483.53
24,123,387648,346,1107,0,0,11221.2,0,11819.2
24,92,391206,346,3751,0,0,25365.6,0,25203.2
24,61,420539,347,3920,0,0,20034,0,22747.3
24,31,443496,345,3543,0,4.5,11664.9,5.01712,9649.46
24,0,458453,347,1547,3,0,0,0,0
25,245,361400,107,0,0,5.4,0,4.80281,0
25,214,354866,109,1,0,0.9,63,0.640827,61.9808
25,184,354899,109,38,1,18.9,584.1,17.8427,702.204
25,153,361371,130,247,0,23.4,3596.4,28.6514,3712.8
25,123,364213,147,1366,3,85.5,14332.5,85.07,12323.4
25,92,376730,223,4576,18,58.5,29089.8,59.6016,26406.1
25,61,406855,300,6773,6,34.2,27872.1,34.4861,25768.9
25,31,441562,345,3916,0,4.5,13069.8,4.88909,14747.8
25,0,458428,347,1572,3,0,0,0,0
26,245,372644,346,2,0,0,12.6,0,12.4346
26,214,372657,346,3,0,0,36,0,35.5214
26,184,372667,346,34,0,0,526.5,0,539.741
26,153,373517,346,258,0,0,3373.2,0,3441.67
26,123,383379,346,1035,0,0,11740.5,0,11867.1
26,92,390022,346,4280,0,0,27288.9,0,28448.2
26,61,423470,346,4558,0,0,17642.7,0,16937.1
26,31,444325,346,3388,0,3.6,11058.3,3.28527,10093.8
26,0,458441,347,1559,3,0,0,0,0
27,245,369789,155,1,0,0,25.2,0,22.1295
27,214,369815,155,4,0,1.8,65.7,1.66992,74.691
27,184,369859,155,33,2,20.7,514.8,22.5243,530.554
27,153,369379,182,273,4,22.5,3644.1,21.3537,3655.86
27,123,373759,195,1308,5,74.7,14027.4,74.4953,13772.6
27,92,389335,211,3686,24,84.6,24848.1,103.608,26849.1
27,61,415089,326,6061,0,16.2,22947.3,12.8317,26075.7
27,31,442960,342,3687,2,5.4,12017.7,4.54525,13435.5
27,0,458453,347,1547,3,0,0,0,0
28,245,369869,346,0,0,0,3.6,0,3.17308
28,214,369870,346,3,0,0,42.3,0,44.1296
28,184,369895,346,25,0,0,507.6,0,434.308
28,153,368810,346,177,0,0,3071.7,0,2858
28,123,381222,347,1063,0,0,12479.4,0,13600.1
28,92,395844,345,3555,0,0,23337.9,0,23349.6
28,61,418624,345,5013,0,0,20405.7,0,21551.3
28,31,445839,346,2855,0,3.6,10175.4,3.1099,11794.8
28,0,458417,347,1583,3,0,0,0,0
29,245,379881,346,0,0,0,1.8,0,2.02902
29,214,379882,346,1,0,0,49.5,0,50.6637
29,184,379940,346,22,0,0,441,0,470.062
29,153,380436,346,194,0,0,2569.5,0,2660.92
29,123,382293,346,1192,0,0,11966.4,0,11094
29,92,394274,345,3306,0,0,22600.8,0,22388.1
29,61,426835,346,3438,0,0,16159.5,0,14043.3
29,31,445054,345,3242,0,4.5,10533.6,4.98647,11194.3
29,0,458396,347,1604,3,0,0,0,0
30,245,372516,15,0,2,17.1,13.5,16.8921,14.2011
30,214,372534,34,0,0,1.8,38.7,2.41774,36.0204
30,184,372537,37,22,0,18,447.3,15.2784,466.916
30,153,372892,57,144,3,27,2704.5,24.3823,2662.4
30,123,373607,92,1138,4,58.5,12175.2,56.3441,13780.6
30,92,385854,166,3991,12,57.6,25146.9,57.711,29244.4
30,61,423491,347,4452,0,0,18077.4,0,16434.8
30,31,442111,345,4173,0,4.5,12344.4,5.57711,13239.4
30,0,458373,347,1627,3,0,0,0,0
31,245,392921,106,0,0,0,0,0,0
31,214,392955,96,0,0,0.9,6.3,0.954751,5.22659
31,184,392979,100,0,1,15.3,95.4,12.8917,90.8249
31,153,392848,122,98,0,21.6,1670.4,22.3389,1725.73
31,123,393949,136,754,11,84.6,9243.9,85.8369,8642.18
31,92,401167,246,3083,2,54.9,19918.8,53.1223,18723.4
31,61,422020,287,4362,22,29.7,18707.4,29.7676,20096.1
31,31,445071,346,2958,0,3.6,10773.9,2.93159,9342.38
31,0,458352,347,1648,3,0,0,0,0
32,245,366783,345,0,0,0,4.5,0,4.45645
32,214,366786,345,2,0,0,39.6,0,39.8178
32,184,366742,345,45,0,0,550.8,0,521.899
32,153,371227,345,170,0,0,3042.9,0,3308.99
32,123,370306,345,1512,0,0,15181.2,0,14997.2
32,92,392966,345,3301,0,0,23822.1,0,28342.2
32,61,420995,345,4904,0,0,19590.3,0,21671.7
32,31,443117,346,3564,0,3.6,11987.1,3.80127,11274.7
32,0,458433,347,1567,3,0,0,0,0
33,245,383010,346,0,0,0,0,0,0
33,214,383010,346,0,0,0,41.4,0,41.1019
33,184,371327,346,25,0,0,560.7,0,650.103
33,153,379068,346,215,0,0,3357.9,0,3786.46
33,123,381609,346,1480,0,0,14801.4,0,16796.9
33,92,396954,346,4212,0,0,25520.4,0,27996
33,61,426255,346,4376,0,0,16333.2,0,17890.4
33,31,445021,347,3233,0,2.7,10571.4,2.64522,9867.27
33,0,458417,347,1583,3,0,0,0,0
34,245,373949,53,0,0,0,0.9,0,0.866124
34,214,374095,48,2,0,1.8,27.9,1.7885,28.7736
34,184,374109,48,19,2,17.1,457.2,18.9266,451.484
34,153,373490,58,216,0,20.7,2975.4,21.1304,3023.58
34,123,376982,92,1102,6,66.6,13028.4,73.3718,12238.2
34,92,390270,180,3773,4,50.4,24084.9,47.1605,26057.5
34,61,425513,347,4384,0,0,17107.2,0,15439.8
34,31,445967,347,2938,0,2.7,9985.5,2.74393,8155.34
34,0,458397,347,1603,3,0,0,0,0
35,245,373032,346,0,0,0,1.8,0,2.15646
35,214,373032,346,2,0,0,62.1,0,74.8141
35,184,373273,346,19,0,0,521.1,0,453.636
35,153,373721,346,182,0,0,3030.3,0,3061.35
35,123,375662,346,1344,0,0,13700.7,0,10434.2
35,92,393456,346,3480,0,0,22795.2,0,26894
35,61,422471,346,4487,0,0,18911.7,0,16258.5
35,31,444913,346,3149,0,3.6,10744.2,2.94609,10522.1
35,0,458427,347,1573,3,0,0,0,0
36,245,370508,346,0,0,0,5.4,0,6.25285
36,214,370512,346,2,0,0,31.5,0,29.2207
36,184,367766,346,34,0,0,556.2,0,606.15
36,153,370865,346,290,0,0,4147.2,0,3670.13
36,123,371134,346,1376,0,0,16261.2,0,17472.4
36,92,385467,346,4910,0,0,28431.9,0,28220.9
36,61,416245,346,5670,0,0,22401.9,0,20740.4
36,31,443120,346,3686,0,3.6,11874.6,3.27573,11087.4
36,0,458420,347,1580,3,0,0,0,0
37,245,370065,105,0,0,6.3,5.4,4.16221,4.45201
37,214,368355,98,6,0,0.9,70.2,0.826115,46.6634
37,184,370089,112,22,2,20.7,561.6,24.017,602.973
37,153,371074,142,217,0,23.4,3149.1,16.1013,2927.48
37,123,377124,160,1376,16,67.5,12780,83.9137,14414.2
37,92,384940,238,4701,18,48.6,27564.3,42.8537,30067.8
37,61,413162,327,6375,0,14.4,24416.1,12.0588,23286.3
37,31,443513,347,3514,0,2.7,11675.7,2.49918,12957.7
37,0,458443,347,1557,3,0,0,0,0
38,245,375751,346,0,0,0,7.2,0,7.63889
38,214,375758,346,1,0,0,46.8,0,48.6252
38,184,370555,346,14,0,0,458.1,0,381.691
38,153,380117,346,190,0,0,2994.3,0,3046.88
38,123,381902,346,1404,0,0,13002.3,0,11910.8
38,92,391526,346,4496,0,0,25664.4,0,24116.9
38,61,417924,346,5428,0,0,21357,0,22782.7
38,31,444349,346,3175,0,3.6,11228.4,2.32497,11416.3
38,0,458464,347,1536,3,0,0,0,0
39,245,360476,342,0,0,0,0,0,0
39,214,360476,342,0,0,0,43.2,0,34.6483
39,184,360575,342,50,0,0,484.2,0,505.071
39,153,359537,342,375,0,0,4667.4,0,4953.41
39,123,363928,342,2002,0,0,17472.6,0,17742.9
39,92,377212,342,6234,0,0,32416.2,0,35081.2
39,61,406945,342,7765,0,0,29106,0,32047.9
39,31,443245,342,3805,0,7.2,11655,7.55597,11393.5
39,0,458456,347,1544,3,0,0,0,0
40,245,323144,81,0,0,8.1,2.7,6.98092,3.72146
40,214,323148,90,2,0,0.9,40.5,0.862019,34.336
40,184,323218,93,20,1,18,542.7,20.801,511.61
40,153,323522,113,273,3,22.5,4187.7,26.3902,4073.11
40,123,325472,118,2154,21,69.3,20942.1,56.6566,22587.8
40,92,343960,210,6935,6,69.3,45076.5,59.5937,41562.5
40,61,390780,261,10200,32,45,37934.1,43.3595,37584
40,31,442715,346,3769,0,3.6,12164.4,3.259,11926.9
40,0,458461,347,1539,3,0,0,0,0
41,245,379599,346,0,0,0,26.1,0,27.9672
41,214,379613,346,15,0,0,107.1,0,106.793
41,184,379722,346,28,0,0,525.6,0,538.508
41,153,380226,346,183,0,0,2619,0,2686.41
41,123,382269,346,1016,0,0,11460.6,0,10274.2
41,92,396402,346,3145,0,0,21987.9,0,21238.8
41,61,421410,346,4476,0,0,19308.6,0,17335.8
41,31,443652,346,3428,0,3.6,11628,4.5181,12506.2
41,0,458456,347,1544,3,0,0,0,0
42,245,372349,346,0,0,0,7.2,0,6.80782
42,214,372352,346,5,0,0,59.4,0,53.8262
42,184,375573,346,35,0,0,462.6,0,512.124
42,153,380051,346,223,0,0,3051.9,0,3189.36
42,123,383609,346,1137,0,0,12542.4,0,11016.6
42,92,392263,346,3948,0,0,25504.2,0,27077.3
42,61,421962,346,4507,0,0,19156.5,0,20389.5
42,31,444689,346,3065,0,3.6,11021.4,4.42642,9600.66
42,0,458438,347,1562,3,0,0,0,0
43,245,372063,347,0,0,0,3.6,0,3.59852
43,214,372065,347,2,0,0,40.5,0,36.3667
43,184,368501,347,23,0,0,545.4,0,630.506
43,153,372102,347,233,0,0,3316.5,0,4160.41
43,123,372900,347,1362,0,0,15144.3,0,13856.2
43,92,387523,347,4236,0,0,27542.7,0,25519.1
43,61,413400,347,6157,0,0,24210.9,0,27841.7
43,31,439758,347,4418,0,2.7,14241.6,2.56651,16296.2
43,0,458426,347,1574,3,0,0,0,0
44,245,345508,119,0,0,5.4,2.7,6.43996,1.97736
44,214,345455,125,0,0,0.9,25.2,0.988633,25.1214
44,184,344818,124,25,3,19.8,537.3,17.5297,551.97
44,153,351025,151,244,2,23.4,3546.9,21.303,3594.33
44,123,350280,152,1547,9,94.5,17023.5,100.739,18361.7
44,92,367685,250,5257,11,60.3,32924.7,68.7456,35846.2
44,61,401526,323,7999,5,14.4,31677.3,12.3859,30650.9
44,31,441137,347,4312,0,2.7,13095.9,2.16845,11166.5
44,0,458425,347,1575,3,0,0,0,0
45,245,370984,63,1,3,9,24.3,8.61959,18.9866
45,214,370992,77,7,0,0.9,55.8,0.855951,51.8932
45,184,371069,78,15,1,17.1,513.9,15.7001,509.764
45,153,371376,93,279,5,24.3,3081.6,27.6253,2925.66
45,123,369069,138,1336,4,81.9,13994.1,77.5739,12649.5
45,92,385804,224,3981,11,59.4,25161.3,65.3977,29993
45,61,411642,291,6100,10,37.8,25440.3,38.9701,24223.9
45,31,443914,347,3249,0,2.7,11553.3,2.13859,12460.2
45,0,458406,347,1594,3,0,0,0,0
46,245,374240,345,0,0,0,10.8,0,10.1128
46,214,374250,345,2,0,0,31.5,0,42.6564
46,184,371497,345,18,0,0,481.5,0,390.796
46,153,379145,345,214,0,0,3093.3,0,2920.06
46,123,382143,345,1348,0,0,13686.3,0,12916.7
46,92,390037,345,4258,0,0,25893,0,24672.7
46,61,423836,345,4256,0,0,17544.6,0,18961.9
46,31,444454,345,3132,0,4.5,11172.6,4.40283,12611
46,0,458435,347,1565,3,0,0,0,0
47,245,373913,345,0,0,0,8.1,0,7.51101
47,214,373916,345,6,0,0,70.2,0,67.5804
47,184,371031,345,26,0,0,578.7,0,538.583
47,153,374422,345,276,0,0,3446.1,0,3361.68
47,123,383544,345,1314,0,0,12939.3,0,13346.2
47,92,395172,345,4063,0,0,25033.5,0,26131.6
47,61,421368,345,5052,0,0,19781.1,0,18146.1
47,31,445415,345,2984,0,4.5,10440.9,5.13394,11346
47,0,458435,347,1565,3,0,0,0,0
48,245,370586,345,2,0,0,8.1,0,6.68597
48,214,370591,345,6,0,0,54.9,0,55.4683
48,184,372686,345,31,0,0,644.4,0,632.114
48,153,369251,345,225,0,0,3591,0,3994.97
48,123,376837,345,1270,0,0,13779,0,13338.4
48,92,382398,345,5663,0,0,31134.6,0,26162.9
48,61,415842,345,6399,0,0,21599.1,0,21493.2
48,31,442745,345,3495,0,4.5,12384,4.13984,12054.6
48,0,458406,347,1594,3,0,0,0,0
49,245,354413,318,0,0,0,4.5,0,5.36937
49,214,354416,318,2,0,0,53.1,0,57.4
49,184,354377,318,40,0,0,618.3,0,590.662
49,153,356516,318,264,0,0,3638.7,0,3555.46
49,123,354742,318,1627,0,0,17484.3,0,16148.2
49,92,369509,318,5624,0,0,34224.3,0,37128.2
49,61,405749,318,7411,0,22.5,29323.8,19.7495,26730.2
49,31,440742,345,4235,0,4.5,13520.7,4.92839,11501.1
49,0,458458,347,1542,3,0,0,0,0
50,245,362928,345,0,0,0,2.7,0,3.15697
50,214,362929,345,2,0,0,79.2,0,65.7927
50,184,365318,345,30,0,0,579.6,0,587.022
50,153,361169,345,260,0,0,3629.7,0,3447.71
50,123,366041,345,1604,0,0,14927.4,0,13635.5
50,92,382088,345,4738,0,0,28582.2,0,36010.5
50,61,405632,345,8198,0,0,29188.8,0,32306.3
50,31,442131,345,4131,0,4.5,12364.2,4.26731,12205.8
50,0,458445,347,1555,3,0,0,0,0
51,245,358060,128,0,0,5.4,4.5,5.62748,4.18405
51,214,358004,134,1,0,0.9,33.3,0.920983,28.3755
51,184,357652,133,29,2,17.1,673.2,18.2849,555.129
51,153,358151,132,349,15,36,4113,36.8194,4061.51
51,123,361392,175,1678,12,72,16196.4,77.6907,15110.6
51,92,373578,247,6002,14,54,34191.9,44.639,32105.6
51,61,410236,310,7335,11,21.6,25554.6,23.6354,27664.6
51,31,443395,345,3722,0,4.5,11594.7,4.99811,11639.6
51,0,458447,347,1553,3,0,0,0,0
52,245,363767,70,0,2,7.2,1.8,10.5676,2.36415
52,214,363763,80,2,0,0.9,54,1.32639,43.7871
52,184,364665,97,26,0,18,461.7,18.0005,558.106
52,153,364108,99,245,4,25.2,3370.5,28.6839,3116.75
52,123,368085,139,1405,7,66.6,14402.7,63.2658,16290.3
52,92,381841,221,4489,20,53.1,27754.2,56.5235,23016.9
52,61,410919,289,6249,11,37.8,25286.4,41.241,26015.4
52,31,441806,344,3955,0,5.4,12815.1,5.34375,13880.3
52,0,458448,347,1552,3,0,0,0,0
53,245,353926,69,0,0,7.2,0.9,7.19194,1.10949
53,214,352075,88,0,0,1.8,41.4,2.65373,36.9056
53,184,353819,79,55,0,18.9,540,22.871,580.616
53,153,354184,90,200,1,24.3,3276.9,24.5533,3396
53,123,355981,135,1270,10,63.9,15903,80.7773,16217.4
53,92,371025,222,4622,3,52.2,33517.8,52.9157,31727.1
53,61,404916,265,7973,18,56.7,28517.4,48.0139,26825.2
53,31,442762,346,3878,0,3.6,12024,4.62199,12246.3
53,0,458478,347,1522,3,0,0,0,0
54,245,355433,102,0,0,7.2,0,7.28378,0
54,214,355421,109,9,0,1.8,36.9,1.323,35.1915
54,184,349318,111,17,0,18,526.5,20.77,528.487
54,153,355940,134,228,0,22.5,3118.5,22.6124,2644.26
54,123,360868,149,1150,17,78.3,13458.6,78.2644,13389.9
54,92,374925,245,4607,10,54,29547,54.5695,32135.9
54,61,405204,303,7158,12,26.1,29573.1,30.47,35016
54,31,443361,346,3612,0,3.6,11724.3,4.03676,10524.8
