index,time,S:London__all,S:Eyam__all,I:London__all,I:Eyam__all,obs_mean:Eyam__Kendall__inc,obs_mean:London__Creighton__inc,obs_real:Eyam__Kendall__inc,obs_real:London__Creighton__inc
389,61,418161,347,4970,0,0,21684.6,0,16204.9
389,31,443094,346,3495,0,3.6,12069.9,3.3341,13191.9
389,0,458446,347,1554,3,0,0,0,0
390,245,372693,323,1,0,0,12.6,0,12.2395
390,214,372699,323,9,0,0,82.8,0,73.2689
390,184,372849,323,12,0,0,456.3,0,422.733
390,153,378763,323,233,0,0,3101.4,0,2720.66
390,123,380318,323,1056,0,0,12059.1,0,12491.2
390,92,389855,323,3877,0,0,25903.8,0,25824.9
390,61,417086,323,5428,0,18.9,21711.6,19.4401,23183.8
390,31,445428,346,3126,0,3.6,10301.4,2.69105,9793.59
390,0,458446,347,1554,3,0,0,0,0
391,245,372663,118,3,0,0,9,0,8.83543
391,214,372677,118,0,0,0.9,34.2,0.972179,35.1094
391,184,370251,111,37,0,16.2,531,13.9245,434.345
391,153,369820,122,262,0,26.1,3222,22.0265,3290.9
391,123,375218,168,1165,7,70.2,13667.4,66.1057,12772.5
391,92,388750,233,4206,15,55.8,26007.3,48.9141,28677.7
391,61,415601,303,6252,7,29.7,23270.4,29.9418,21657.8
391,31,445490,346,2902,0,3.6,10447.2,4.3538,10862.5
391,0,458446,347,1554,3,0,0,0,0
392,245,372622,125,2,0,5.4,7.2,6.25256,5.92168
392,214,364457,113,7,0,0.9,48.6,0.335582,51.1109
392,184,372796,130,28,0,18,517.5,15.1692,470.291
392,153,369869,160,206,1,22.5,3188.7,21.8154,2953.47
392,123,379020,173,1022,16,72.9,11613.6,79.6398,12133.3
392,92,388962,261,4342,6,55.8,26103.6,57.5331,28290.6
392,61,416620,326,5688,3,14.4,21657.6,14.9804,22750.3
392,31,444634,346,3198,0,3.6,10951.2,4.80803,12517.3
392,0,458444,347,1556,3,0,0,0,0
393,245,370186,347,0,0,0,9.9,0,11.4302
393,214,370190,347,7,0,0,40.5,0,40.554
393,184,370189,347,15,0,0,531,0,640.715
393,153,371241,347,129,0,0,3015,0,2821.61
393,123,373674,347,1382,0,0,15274.8,0,13644.6
393,92,392543,346,3998,0,0,24894,0,23703.4
393,61,421422,342,4804,0,0,19384.2,0,23098.8
393,31,442427,345,3803,0,4.5,12393,3.44888,11743.8
393,0,458443,347,1557,3,0,0,0,0
394,245,366480,35,0,0,0,13.5,0,10.9515
394,214,366516,35,0,0,0.9,36,1.05494,38.6157
394,184,366532,35,24,1,18,479.7,17.6679,432.269
394,153,371049,87,202,0,27,3267,23.8141,2921.52
394,123,376265,101,1156,7,66.6,12177,76.9937,11562
394,92,384269,195,4760,9,63.9,28646.1,65.5757,30383.9
394,61,414532,253,6326,22,61.2,22617,54.9264,23487.4
394,31,446255,344,2828,0,5.4,9825.3,6.0284,10209.3
394,0,458447,347,1553,3,0,0,0,0
395,245,359893,101,0,1,7.2,0,8.06267,0
395,214,359882,111,5,0,0.9,46.8,0.865982,49.2024
395,184,359910,111,29,1,16.2,482.4,14.6108,414.402
395,153,360229,127,246,3,20.7,3330,23.806,2953.37
395,123,361582,174,1174,5,64.8,14241.6,57.9323,12976.6
395,92,378273,232,4353,18,63.9,27977.4,60.1011,28641.5
395,61,406888,306,6824,15,21.6,27748.8,21.9514,29920.7
395,31,442488,345,3846,0,4.5,12299.4,5.98002,11020.5
395,0,458445,347,1555,3,0,0,0,0
396,245,371370,112,0,0,0,3.6,0,3.15094
396,214,371318,129,0,0,0.9,18,0.656037,15.77
396,184,369035,115,26,0,18,488.7,16.0485,494.338
396,153,374773,149,159,1,27,2850.3,23.3145,3169.83
396,123,376915,171,1091,15,73.8,12288.6,69.666,11376.4
396,92,390697,242,3497,7,63,25214.4,61.7584,21030.2
396,61,417181,320,5666,0,21.6,22136.4,25.8811,20533.6
396,31,442897,347,3722,0,2.7,12042.9,2.58952,12611
396,0,458444,347,1556,3,0,0,0,0
397,245,371453,119,0,0,7.2,0,6.76505,0
397,214,371470,129,2,0,0.9,27.9,0.913575,28.9004
397,184,371464,129,14,0,20.7,477.9,16.2632,400.899
397,153,371441,146,218,1,20.7,2973.6,18.877,2720.14
397,123,375506,169,1249,16,75.6,12258,80.73,12464.8
397,92,387755,240,4036,10,67.5,25938.9,64.3475,28371.7
397,61,414798,315,5814,10,16.2,23715,15.6491,23998.4
397,31,442942,344,3673,0,5.4,12046.5,5.39587,13730.5
397,0,458447,347,1553,3,0,0,0,0
398,245,374206,322,0,0,0,0,0,0
398,214,374206,322,0,0,0,32.4,0,34.1033
398,184,374125,322,21,0,0,616.5,0,575.49
398,153,376962,322,161,0,0,2824.2,0,2782.83
398,123,379775,322,1490,0,0,13999.5,0,14628.8
398,92,394620,322,3645,0,0,23991.3,0,24773.6
398,61,419513,322,5409,0,18,20682.9,19.3594,22923.4
398,31,445336,344,3170,0,5.4,10344.6,5.59645,10907.9
398,0,458446,347,1554,3,0,0,0,0
399,245,369145,346,0,0,0,2.7,0,3.03206
399,214,369145,346,3,0,0,60.3,0,62.7882
399,184,364766,346,31,0,0,533.7,0,594.22
399,153,369474,346,202,0,0,3411.9,0,3496.88
399,123,380434,346,1248,0,0,12733.2,0,11717.9
399,92,395288,346,3536,0,0,23484.6,0,23176.1
399,61,418748,346,5658,0,0,21206.7,0,20409.2
399,31,440531,346,4404,0,3.6,13558.5,3.99817,13892.2
399,0,458444,347,1556,3,0,0,0,0
400,245,371568,118,0,0,0,22.5,0,21.7062
400,214,371616,118,0,0,0.9,31.5,1.24445,38.4489
400,184,370700,93,24,6,22.5,550.8,24.1425,605.238
400,153,368644,89,232,0,23.4,3323.7,20.1838,3482.82
400,123,372186,145,1258,1,67.5,13677.3,72.2144,15763.5
400,92,386011,241,4292,1,48.6,26564.4,55.635,26572.7
400,61,413843,279,5976,17,43.2,24203.7,56.093,26609.1
400,31,445481,345,2691,0,4.5,10645.2,4.28267,10863.8
400,0,458446,347,1554,3,0,0,0,0
401,245,369989,346,1,0,0,7.2,0,5.67098
401,214,369995,346,3,0,0,17.1,0,17.2808
401,184,376932,345,29,0,0,549,0,514.817
401,153,378699,346,124,0,0,2558.7,0,2589.53
401,123,379862,345,1107,0,0,11322.9,0,11127.3
401,92,392206,347,3791,0,0,24586.2,0,23441.3
401,61,419555,347,5014,0,0,20565,0,25055.1
401,31,442751,346,3978,0,3.6,11943.9,3.25959,11673.8
401,0,458443,347,1557,3,0,0,0,0
402,245,381881,33,0,0,9,19.8,9.0604,18.0534
402,214,381965,44,4,0,0.9,17.1,0.939963,16.3305
402,184,381935,42,29,3,20.7,466.2,19.943,434.626
402,153,382377,75,215,0,18,2531.7,14.4191,2440.92
402,123,384164,98,1117,4,62.1,10934.1,63.553,11740
402,92,396529,170,3088,3,67.5,21029.4,57.8381,23835.4
402,61,418187,218,4796,30,84.6,21860.1,67.0796,23242.2
402,31,441270,346,4175,0,3.6,13099.5,3.24382,11133.3
402,0,458443,347,1557,3,0,0,0,0
403,245,381915,111,0,0,0,0.9,0,1.40504
403,214,381917,111,0,0,0.9,32.4,0.953199,41.1602
403,184,381869,111,24,0,18.9,533.7,18.8564,551.048
403,153,382229,123,257,9,19.8,3117.6,20.2069,3283.44
403,123,385585,141,1237,24,70.2,11549.7,80.722,10369.4
403,92,398999,231,3464,2,65.7,22992.3,55.8372,19904.6
403,61,419399,322,5580,0,18,21294.9,18.6749,20173.6
403,31,444071,344,3564,0,5.4,11128.5,5.14646,12610
403,0,458442,347,1558,3,0,0,0,0
404,245,369347,111,0,0,9.9,18.9,6.38668,21.2434
404,214,369403,121,13,0,1.8,71.1,2.27608,76.3476
404,184,369458,121,37,2,24.3,515.7,29.5976,507.101
404,153,369794,141,234,6,22.5,3218.4,27.8697,3051.37
404,123,373654,144,1138,5,90,12563.1,83.9644,13462.2
404,92,384535,220,4216,29,51.3,26470.8,39.3003,29920.3
404,61,412565,305,5598,1,33.3,25157.7,34.1712,30621.5
404,31,443455,347,3290,0,2.7,11929.5,2.43152,9784.07
404,0,458447,347,1553,3,0,0,0,0
405,245,376423,346,0,0,0,10.8,0,10.4934
405,214,376427,346,8,0,0,67.5,0,66.2508
405,184,377562,347,22,0,0,565.2,0,501.215
405,153,377309,346,192,0,0,3093.3,0,2858.56
405,123,383084,346,1302,0,0,13038.3,0,13270.9
405,92,396056,346,3675,0,0,23458.5,0,26283.2
405,61,420926,346,4931,0,0,19626.3,0,18959.6
405,31,444619,344,3404,0,5.4,10779.3,3.7254,10341.2
405,0,458444,347,1556,3,0,0,0,0
406,245,367949,93,5,3,12.6,26.1,12.9622,30.5791
406,214,367987,109,0,0,0.9,49.5,1.39128,54.2474
406,184,368019,109,23,1,17.1,524.7,12.4304,578.853
406,153,363192,140,141,1,21.6,3057.3,20.4519,3018.37
406,123,370963,143,1339,19,72,13024.8,58.696,12206.9
406,92,382565,230,4209,12,56.7,27456.3,50.9856,28248
406,61,410708,285,6573,20,36,26385.3,42.0428,31847
406,31,446762,346,2725,0,3.6,9461.7,4.15639,9312.34
406,0,458448,347,1552,3,0,0,0,0
407,245,376918,345,0,0,0,1.8,0,2.09106
407,214,376918,345,2,0,0,32.4,0,31.296
407,184,368821,345,26,0,0,538.2,0,628.136
407,153,377257,345,221,0,0,3104.1,0,3638.2
407,123,379619,345,1308,0,0,13194,0,11754.9
407,92,400236,345,3358,0,0,20080.8,0,20958.2
407,61,421221,345,4813,0,0,18724.5,0,20365.7
407,31,444751,345,3087,0,4.5,10945.8,4.36963,9144.04
407,0,458444,347,1556,3,0,0,0,0
408,245,368724,4,2,0,0,10.8,0,13.2133
408,214,368735,4,3,0,0,30.6,0,32.5877
408,184,368756,4,16,0,0,504.9,0,471.841
408,153,369371,3,140,0,2.7,2749.5,3.139,2322.53
408,123,371410,4,1156,2,52.2,12405.6,53.552,11016.7
408,92,382101,58,4249,6,152.1,27320.4,145.603,29815.9
408,61,425267,346,4275,0,0,17087.4,0,17223.5
408,31,441649,346,4100,0,3.6,12825.9,3.93112,12483.8
408,0,458443,347,1557,3,0,0,0,0
409,245,372550,113,0,0,0,0,0,0
409,214,372542,113,1,0,0.9,56.7,1.1423,67.6894
409,184,372399,100,17,0,19.8,479.7,25.6546,546.207
409,153,373412,147,201,0,27,2956.5,29.2958,3338.53
409,123,375560,160,1458,15,76.5,13537.8,83.1122,13824.6
409,92,391536,246,3722,19,52.2,23855.4,52.0982,28491.4
409,61,420084,324,4563,0,18.9,20114.1,19.8785,21446
409,31,444476,345,3494,0,4.5,10827,4.07275,10824.2
409,0,458448,347,1552,3,0,0,0,0
410,245,359283,123,0,0,10.8,2.7,12.1891,3.31007
410,214,359304,135,1,0,1.8,35.1,2.31312,33.2985
410,184,359320,135,24,2,18.9,541.8,17.9029,588.515
410,153,360927,151,161,0,25.2,3075.3,23.4384,2550.45
410,123,363696,176,1390,12,73.8,13884.3,73.4866,14204.3
410,92,377785,266,4092,12,45.9,29283.3,44.1426,27924.1
410,61,406950,323,7464,6,15.3,28501.2,17.3049,30021.6
410,31,443384,346,3652,0,3.6,11667.6,4.55826,12071.5
410,0,458443,347,1557,3,0,0,0,0
411,245,371331,117,0,9,9.9,0,9.80177,0
411,214,372373,128,7,0,1.8,66.6,1.51341,58.2361
411,184,371376,144,17,0,18,460.8,18.0565,537.845
411,153,373432,147,200,0,21.6,2953.8,22.5892,2896.48
411,123,377049,153,1128,17,82.8,11616.3,78.3088,9470.95
411,92,388545,267,3488,0,52.2,24692.4,58.7352,25982.1
411,61,413814,315,5655,10,18.9,23501.7,19.6884,23471.3
411,31,444520,346,3169,0,3.6,11079.9,3.51869,10873.6
411,0,458448,347,1552,3,0,0,0,0
412,245,383929,139,0,0,0,0,0,0
412,214,383903,139,5,0,0.9,51.3,0.924184,53.0875
412,184,383940,139,25,1,18.9,476.1,17.2012,494.346
412,153,384387,165,173,2,22.5,2999.7,27.026,3407.09
412,123,386647,156,1166,13,87.3,12890.7,84.681,12975.1
412,92,398545,264,3620,3,53.1,22851,56.6514,26090.1
412,61,422820,321,4735,5,13.5,18748.8,16.707,18417.5
412,31,441813,346,4118,0,3.6,12662.1,2.16094,12510.6
412,0,458446,347,1554,3,0,0,0,0
413,245,382145,346,0,0,0,6.3,0,7.82172
413,214,382151,346,1,0,0,40.5,0,42.1
413,184,382478,346,25,0,0,536.4,0,561.256
413,153,371850,346,167,0,0,3031.2,0,3281.39
413,123,386388,346,1353,0,0,13417.2,0,15848.6
413,92,397945,346,3803,0,0,23873.4,0,24096.9
413,61,428790,346,3548,0,0,15079.5,0,12739.5
413,31,446504,346,2589,0,3.6,9816.3,3.88757,10408.6
413,0,458444,347,1556,3,0,0,0,0
414,245,364417,88,0,0,8.1,0.9,10.6108,1.13065
414,214,364405,98,4,0,0.9,55.8,0.970627,50.358
414,184,362934,65,29,3,17.1,513,23.1869,490.914
414,153,366364,106,226,0,18.9,3061.8,18.3389,2875.42
414,123,371311,127,1178,7,65.7,12592.8,62.341,13743.5
414,92,380214,210,4186,21,56.7,28543.5,55.6572,29094.2
414,61,415166,263,5407,25,51.3,22203.9,52.9256,20230.8
414,31,442765,347,3948,0,2.7,11958.3,2.68075,13591.6
414,0,458445,347,1555,3,0,0,0,0
415,245,377887,346,0,0,0,0,0,0
415,214,377887,346,0,0,0,54,0,49.9282
415,184,381895,346,10,0,0,484.2,0,586.9
415,153,377570,346,158,0,0,2813.4,0,2674.26
415,123,378289,345,1289,0,0,12591.9,0,12903.9
415,92,389181,347,4185,0,0,27072,0,24363.3
415,61,423771,346,4324,0,0,18074.7,0,16736.3
415,31,443706,345,3605,0,4.5,11420.1,3.71654,11435.2
415,0,458448,347,1552,3,0,0,0,0
416,245,375207,345,0,0,0,1.8,0,1.80045
416,214,375208,345,1,0,0,60.3,0,53.9471
416,184,371766,343,22,0,0,520.2,0,445.231
416,153,374915,345,231,0,0,3054.6,0,3217.66
416,123,377409,345,1141,0,0,12665.7,0,12614.7
416,92,392857,345,4270,0,0,24684.3,0,26407.4
416,61,420521,347,5071,0,0,20029.5,0,22870
416,31,442688,344,3919,0,5.4,12053.7,6.85982,12465.5
416,0,458447,347,1553,3,0,0,0,0
417,245,374565,146,0,0,0,0,0,0
417,214,375753,120,0,0,0.9,62.1,0.726871,60.592
417,184,376032,128,16,0,20.7,513,21.0735,380.866
417,153,377472,142,182,8,27.9,2726.1,28.1013,2760.03
417,123,380107,174,1259,2,71.1,12995.1,64.6553,15717
417,92,393103,222,3417,24,68.4,23826.6,76.7755,23985.5
417,61,417638,311,5356,11,19.8,21873.6,25.0768,23504
417,31,444068,346,3299,0,3.6,11369.7,4.88538,10294.7
417,0,458445,347,1555,3,0,0,0,0
418,245,361696,107,7,0,0,17.1,0,16.8373
418,214,364591,98,4,0,1.8,28.8,1.09598,25.1313
418,184,364611,98,16,2,20.7,513.9,22.7674,613.646
418,153,360399,151,179,0,26.1,3337.2,27.7732,3452.79
418,123,367382,139,1299,12,84.6,13864.5,79.2288,16786.2
418,92,383560,239,4373,10,62.1,26710.2,61.7301,28305.8
418,61,411012,300,6599,18,24.3,25389.9,27.9961,23401
418,31,442540,346,3599,0,3.6,12474.9,4.80717,13274.2
418,0,458444,347,1556,3,0,0,0,0
419,245,374750,344,0,0,0,15.3,0,14.0861
419,214,374759,344,8,0,0,64.8,0,68.4235
419,184,381150,345,33,0,0,514.8,0,490.924
419,153,381936,345,192,0,0,3228.3,0,2834.14
419,123,381776,346,1014,0,0,11259.9,0,10565.1
419,92,390999,346,3686,0,0,25910.1,0,24310.3
419,61,422879,345,4541,0,0,18351.9,0,20491.6
419,31,442780,346,3634,0,3.6,12227.4,3.50943,11782.5
419,0,458447,347,1553,3,0,0,0,0
420,245,374956,344,6,0,0,23.4,0,26.8041
420,214,374977,344,11,0,0,105.3,0,107.266
420,184,367059,344,27,0,0,540,0,525.488
420,153,381432,347,179,0,0,2858.4,0,3133.81
420,123,375551,344,1381,0,0,13479.3,0,12531
420,92,396941,347,3502,0,0,22748.4,0,25910.2
420,61,424945,346,4374,0,0,17703,0,16823
420,31,446286,346,2703,0,3.6,9909.9,3.63122,9750.03
420,0,458445,347,1555,3,0,0,0,0
421,245,372175,346,0,0,0,8.1,0,9.6484
421,214,372182,346,2,0,0,73.8,0,78.5265
421,184,372317,346,9,0,0,517.5,0,503.726
421,153,375179,346,225,0,0,2994.3,0,2606.35
421,123,378342,346,1244,0,0,13083.3,0,12862.3
421,92,397204,346,4048,0,0,22506.3,0,20742.8
421,61,421104,346,4705,0,0,19348.2,0,17469.6
421,31,443154,345,3728,0,4.5,11806.2,5.40425,13745.5
421,0,458445,347,1555,3,0,0,0,0
422,245,360968,90,0,0,4.5,0.9,3.76871,0.967839
422,214,360964,95,1,0,1.8,31.5,2.21296,32.9816
422,184,360983,95,17,2,19.8,527.4,24.6079,537.953
422,153,359927,118,186,2,22.5,3428.1,19.3817,3434.62
422,123,364980,158,1243,14,75.6,13216.5,86.5402,13109.4
422,92,377143,249,4761,8,49.5,29939.4,50.6484,29914.9
422,61,408124,303,7046,9,27.9,27819.9,29.8251,24605.6
422,31,444590,346,3188,0,3.6,10999.8,3.47747,12381.6
422,0,458445,347,1555,3,0,0,0,0
423,245,359451,5,0,0,0,4.5,0,5.39232
423,214,359454,5,2,0,0,65.7,0,80.7214
423,184,361098,1,37,0,0,576.9,0,564.818
423,153,362929,2,181,0,3.6,3167.1,3.85643,3059.11
423,123,366338,2,1039,1,59.4,14810.4,64.4123,16592.9
423,92,378423,47,5410,22,147.6,29994.3,121.762,29355.6
423,61,420153,346,4988,0,0,20205,0,19727.9
423,31,443451,346,3670,0,3.6,11591.1,3.91208,10561.8
423,0,458447,347,1553,3,0,0,0,0
424,245,366207,328,0,0,0,0,0,0
424,214,366207,328,0,0,0,15.3,0,16.4997
424,184,365433,328,23,0,0,534.6,0,482
424,153,365164,328,220,0,0,3096,0,2981.87
424,123,372119,328,1104,0,0,12359.7,0,10133.3
424,92,380107,328,4773,0,0,30538.8,0,31113.2
424,61,412285,328,6527,0,13.5,23793.3,14.1579,25998.7
424,31,442224,344,3830,0,5.4,12551.4,4.20626,12589.5
424,0,458444,347,1556,3,0,0,0,0
425,245,375310,117,0,0,0,1.8,0,1.72489
425,214,375325,117,1,0,0.9,26.1,0.679357,30.3181
425,184,374839,128,29,0,16.2,550.8,16.1463,603.876
425,153,375654,137,190,1,32.4,3321,34.7747,3545.29
425,123,373436,151,1255,16,75.6,13072.5,73.1331,15056
425,92,393192,252,4241,11,50.4,24440.4,47.2619,27268.5
425,61,415821,313,6205,5,22.5,22983.3,25.8965,25419.9
425,31,445230,347,2930,0,2.7,10656,2.90235,10346.4
425,0,458444,347,1556,3,0,0,0,0
426,245,378200,345,0,0,0,0,0,0
426,214,378200,345,0,0,0,44.1,0,61.097
426,184,379400,345,34,0,0,495,0,498.986
426,153,375834,345,164,0,0,2915.1,0,3687.09
426,123,380766,345,1308,0,0,12701.7,0,10933.5
426,92,394770,345,3717,0,0,23685.3,0,26064
426,61,424075,345,4667,0,0,18035.1,0,16536.8
426,31,445585,345,3196,0,4.5,10097.1,5.26307,10504.4
426,0,458444,347,1556,3,0,0,0,0
427,245,367718,345,0,0,0,3.6,0,2.27776
427,214,367718,345,4,0,0,63,0,50.3889
427,184,368832,345,33,0,0,528.3,0,553.795
427,153,369895,345,212,0,0,3078.9,0,3037.52
427,123,371940,345,1546,0,0,15403.5,0,15556.2
427,92,396542,345,3965,0,0,24301.8,0,22457.7
427,61,426830,345,3702,0,0,15768,0,18861.8
427,31,446086,346,2873,0,3.6,9936.9,3.16606,9970.98
427,0,458445,347,1555,3,0,0,0,0
428,245,375171,133,0,0,0,0.9,0,0.919464
428,214,375172,133,0,0,0.9,46.8,0.287431,45.4412
428,184,375123,139,28,0,15.3,544.5,12.8094,587.478
428,153,375824,159,214,0,19.8,3302.1,20.6831,3398.81
428,123,381092,167,1063,12,66.6,11853.9,59.8602,12140.1
428,92,391681,251,4036,14,51.3,24807.6,64.3977,26207.1
428,61,417098,316,5565,0,24.3,22020.3,22.7414,22545.1
428,31,442500,346,3956,0,3.6,12189.6,2.8451,12698.3
428,0,458442,347,1558,3,0,0,0,0
429,245,378219,345,0,0,0,0,0,0
429,214,378219,345,0,0,0,34.2,0,35.3439
429,184,381019,345,31,0,0,559.8,0,530.71
429,153,387273,345,154,0,0,2880,0,2282.65
429,123,385352,345,1309,0,0,12950.1,0,13423.2
429,92,398291,345,3962,0,0,24214.5,0,22786.2
429,61,428658,345,3292,0,0,15302.7,0,16853
429,31,446213,345,2740,0,4.5,9942.3,6.21983,8935.26
429,0,458444,347,1556,3,0,0,0,0
430,245,376925,345,0,0,0,4.5,0,2.72687
430,214,376927,345,3,0,0,55.8,0,55.9515
430,184,367493,345,25,0,0,491.4,0,437.473
430,153,371555,345,189,0,0,3110.4,0,3128.35
430,123,384402,347,1240,0,0,12015.9,0,11761.2
430,92,395240,346,3419,0,0,23301,0,24692.3
430,61,425030,345,4055,0,0,17372.7,0,19890.9
430,31,445367,345,3021,0,4.5,10450.8,4.19969,11841
430,0,458441,347,1559,3,0,0,0,0
431,245,377160,346,1,0,0,4.5,0,5.49819
431,214,377162,346,4,0,0,42.3,0,33.3078
431,184,377127,346,47,0,0,573.3,0,568.257
431,153,384630,346,165,0,0,2777.4,0,3725.19
431,123,374347,346,1457,0,0,14265.9,0,14871.9
431,92,395751,346,3976,0,0,24329.7,0,23527.4
431,61,423470,346,4392,0,0,18549.9,0,19100
431,31,442837,345,3873,0,4.5,11961,3.50339,11965.3
431,0,458443,347,1557,3,0,0,0,0
432,245,374422,346,0,0,0,0,0,0
432,214,374422,346,0,0,0,42.3,0,37.2762
432,184,379230,346,25,0,0,548.1,0,556.231
432,153,373003,346,197,0,0,3180.6,0,2825.76
432,123,375330,346,1463,0,0,13599,0,12479.2
432,92,390820,346,3759,0,0,25113.6,0,26648.3
432,61,425334,347,3933,0,0,17037,0,14003.7
432,31,443104,346,3844,0,3.6,11746.8,4.09362,13943.6
432,0,458447,347,1553,3,0,0,0,0
433,245,370800,93,0,5,9,0,9.8712,0
433,214,370785,107,4,0,2.7,45,1.53476,44.6534
433,184,372116,125,25,3,19.8,467.1,17.6295,473.766
433,153,371330,133,146,1,26.1,2950.2,21.4854,2656.17
433,123,375143,162,1195,5,75.6,12246.3,91.1431,11984.5
433,92,387722,231,4211,22,62.1,26201.7,62.4311,27528
433,61,415255,320,5791,2,19.8,22961.7,23.4333,23182.2
433,31,446335,346,2913,0,3.6,9676.8,3.51184,9582.28
433,0,458444,347,1556,3,0,0,0,0
434,245,378342,346,0,0,0,4.5,0,5.04245
434,214,378346,346,1,0,0,47.7,0,52.7221
434,184,378651,346,27,0,0,515.7,0,550.156
434,153,378980,346,227,0,0,3398.4,0,3006.93
434,123,381126,346,1409,0,0,13964.4,0,13669.6
434,92,392430,346,3711,0,0,24166.8,0,24699
434,61,425009,346,4561,0,0,17300.7,0,19284.3
434,31,446018,346,2775,0,3.6,10086.3,3.11273,11597.8
434,0,458444,347,1556,3,0,0,0,0
435,245,371781,345,0,0,0,4.5,0,4.11914
435,214,371782,345,4,0,0,41.4,0,43.412
435,184,372127,345,19,0,0,470.7,0,518.525
435,153,373182,345,205,0,0,3220.2,0,3073.35
435,123,376990,345,1251,0,0,12376.8,0,11882.1
435,92,394332,345,3993,0,0,23776.2,0,22490.1
435,61,424624,346,4325,0,0,17537.4,0,18423.7
435,31,444662,347,3295,0,2.7,10838.7,3.02399,12720.7
435,0,458444,347,1556,3,0,0,0,0
436,245,364122,100,0,0,0,10.8,0,10.5046
436,214,366445,108,0,0,0.9,36,0.624807,40.82
436,184,364247,107,20,0,18.9,517.5,19.1601,491.411
436,153,364750,123,174,0,27,3175.2,22.2534,2893.09
436,123,366990,145,1462,8,76.5,15355.8,85.3921,12567
436,92,380336,219,5178,19,52.2,30931.2,49.6265,29592.3
436,61,416218,325,5545,7,10.8,22539.6,10.1372,28711.4
436,31,442476,345,3741,0,4.5,12404.7,4.35347,11807.1
436,0,458445,347,1555,3,0,0,0,0
437,245,365144,129,1,0,0,7.2,0,8.45153
437,214,365148,129,4,0,1.8,45.9,2.18067,41.3381
437,184,369190,136,33,0,16.2,513.9,14.4375,553.155
437,153,370458,162,175,2,23.4,3219.3,21.0853,3033.01
437,123,372557,157,1344,9,79.2,14629.5,89.136,15477.3
437,92,391471,250,3652,19,54.9,23225.4,63.7254,23649.9
437,61,414821,324,6108,6,14.4,22681.8,11.2554,25459.5
437,31,444387,347,3445,0,2.7,10951.2,3.16698,11028.8
437,0,458444,347,1556,3,0,0,0,0
438,245,373031,346,0,0,0,1.8,0,1.27546
438,214,373032,346,1,0,0,33.3,0,36.0915
438,184,381085,343,31,0,0,526.5,0,562.375
438,153,375973,346,203,0,0,3283.2,0,3061.13
438,123,378638,346,1473,0,0,13691.7,0,12529.7
438,92,393823,346,4471,0,0,24877.8,0,26845.8
438,61,423962,347,4113,0,0,17951.4,0,18029.2
438,31,444172,346,3071,0,3.6,11481.3,4.105,9607.56
438,0,458443,347,1557,3,0,0,0,0
439,245,374967,70,0,2,10.8,5.4,10.5733,5.19799
439,214,374999,83,0,0,1.8,53.1,2.30323,54.7642
439,184,374959,86,24,0,18.9,536.4,23.9354,551.254
439,153,375416,104,177,0,23.4,3031.2,24.6016,3265.55
439,123,378495,130,1347,12,71.1,13592.7,74.1255,13449.2
439,92,394920,225,3609,7,55.8,23455.8,61.7107,22204.6
439,61,419206,272,5385,22,42.3,20413.8,42.1631,23317.5
439,31,443353,346,3358,0,3.6,11960.1,2.79575,10590.2
439,0,458444,347,1556,3,0,0,0,0
440,245,372326,345,0,0,0,0,0,0
440,214,372326,345,0,0,0,53.1,0,56.6339
440,184,376373,345,36,0,0,495.9,0,564.021
440,153,377288,345,188,0,0,2790.9,0,2864.95
440,123,379682,345,1135,0,0,12697.2,0,14284.8
440,92,398335,345,3432,0,0,22142.7,0,22927.6
440,61,424456,344,4313,0,0,17117.1,0,16001.4
440,31,445101,345,3343,0,4.5,10400.4,4.14921,10155.3
440,0,458446,347,1554,3,0,0,0,0
441,245,378283,346,0,0,0,4.5,0,3.30266
441,214,378287,346,1,0,0,36,0,35.8794
441,184,377853,346,42,0,0,575.1,0,532.692
441,153,385435,346,170,0,0,2893.5,0,2916.1
441,123,383154,346,1100,0,0,11970,0,10477.8
441,92,397007,346,3895,0,0,23175.9,0,22227
441,61,424606,346,4117,0,0,18108.9,0,16813.1
441,31,445741,345,2933,0,4.5,10193.4,5.57427,10430.9
441,0,458445,347,1555,3,0,0,0,0
442,245,373382,307,0,0,0,0,0,0
442,214,373382,307,0,0,0,69.3,0,68.9094
442,184,375028,307,16,0,0,558,0,549.621
442,153,378262,307,181,0,0,2682.9,0,2380.63
442,123,377048,307,1285,0,0,13527,0,14148.5
442,92,393213,307,3447,0,0,23089.5,0,26933
442,61,417095,307,5220,0,30.6,22232.7,28.0428,23170.5
442,31,442844,347,3728,0,2.7,12085.2,3.06179,12481.3
442,0,458443,347,1557,3,0,0,0,0
443,245,375160,345,0,0,0,1.8,0,1.25204
443,214,375160,345,2,0,0,40.5,0,45.4797
443,184,372892,345,49,0,0,490.5,0,478.842
443,153,375326,345,228,0,0,3392.1,0,3603.67
443,123,378168,346,1183,0,0,12112.2,0,11532.2
443,92,393627,345,3532,0,0,23230.8,0,22929.3
443,61,421526,347,4757,0,0,18956.7,0,20444.5
443,31,442675,346,3871,0,3.6,12108.6,4.59927,11826.3
443,0,458447,347,1553,3,0,0,0,0
444,245,376613,346,0,0,0,18,0,17.31
444,214,376627,346,6,0,0,60.3,0,76.3394
444,184,373655,346,21,0,0,478.8,0,429.064
444,153,378483,347,202,0,0,3105.9,0,3123.88
