index,S:London__all,S:Eyam__all,r0:London__all,r0:Eyam__all,e:all,d:all,mu_d:all,sto:London__all,sto:Eyam__all,rep:London__Creighton__inc,rep:Eyam__Kendall__inc,phi:all,log_like
98,0.996478,0.996103,0.880119,1.25721,0.467898,0.232444,6.77304,0,0,0.395707,0.9,0.1,-87.9478
99,0.996478,0.996103,0.880119,1.25721,0.467898,0.232444,6.77304,0,0,0.395707,0.9,0.1,-87.9478
100,0.996478,0.996103,0.880119,1.25721,0.467898,0.232444,6.77304,0,0,0.395707,0.9,0.1,-87.9478
101,0.996866,0.995666,0.880473,1.26449,0.471972,0.234413,6.76364,0,0,0.422192,0.9,0.1,-87.5572
102,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
103,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
104,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
105,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
106,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
107,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
108,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
109,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
110,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
111,0.99663,0.995429,0.866579,1.2354,0.478842,0.226996,6.77217,0,0,0.398871,0.9,0.1,-89.0836
112,0.996648,0.995633,0.879097,1.23477,0.478268,0.233716,6.80931,0,0,0.372917,0.9,0.1,-87.4803
113,0.99653,0.995879,0.871621,1.22748,0.488697,0.229475,6.82563,0,0,0.389562,0.9,0.1,-88.3496
114,0.996426,0.996412,0.858511,1.19677,0.497646,0.220867,6.83554,0,0,0.414416,0.9,0.1,-88.5726
115,0.996426,0.996412,0.858511,1.19677,0.497646,0.220867,6.83554,0,0,0.414416,0.9,0.1,-88.5726
116,0.996426,0.996412,0.858511,1.19677,0.497646,0.220867,6.83554,0,0,0.414416,0.9,0.1,-88.5726
117,0.996426,0.996412,0.858511,1.19677,0.497646,0.220867,6.83554,0,0,0.414416,0.9,0.1,-88.5726
118,0.996807,0.995826,0.859988,1.1993,0.497545,0.226027,6.86097,0,0,0.484473,0.9,0.1,-88.6981
119,0.996818,0.995385,0.858509,1.17431,0.489002,0.225878,6.85404,0,0,0.485971,0.9,0.1,-88.7572
120,0.996741,0.995753,0.854506,1.17551,0.489049,0.223292,6.87668,0,0,0.468234,0.9,0.1,-87.8779
121,0.996741,0.995753,0.854506,1.17551,0.489049,0.223292,6.87668,0,0,0.468234,0.9,0.1,-87.8779
122,0.996741,0.995753,0.854506,1.17551,0.489049,0.223292,6.87668,0,0,0.468234,0.9,0.1,-87.8779
123,0.996667,0.995097,0.863391,1.19754,0.475141,0.229444,6.86191,0,0,0.458418,0.9,0.1,-87.9498
124,0.996667,0.995097,0.863391,1.19754,0.475141,0.229444,6.86191,0,0,0.458418,0.9,0.1,-87.9498
125,0.996206,0.995279,0.879306,1.22301,0.464826,0.234995,6.85527,0,0,0.419224,0.9,0.1,-88.4656
126,0.996206,0.995279,0.879306,1.22301,0.464826,0.234995,6.85527,0,0,0.419224,0.9,0.1,-88.4656
127,0.995942,0.995585,0.867518,1.20292,0.464449,0.227856,6.87113,0,0,0.429381,0.9,0.1,-87.7376
128,0.996541,0.996375,0.877486,1.2226,0.45997,0.234341,6.86988,0,0,0.46123,0.9,0.1,-87.1003
129,0.996541,0.996375,0.877486,1.2226,0.45997,0.234341,6.86988,0,0,0.46123,0.9,0.1,-87.1003
130,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
131,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
132,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
133,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
134,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
135,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
136,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
137,0.996013,0.995714,0.8716,1.20689,0.464533,0.229963,6.87104,0,0,0.405983,0.9,0.1,-86.8197
138,0.995818,0.996537,0.877375,1.24457,0.463468,0.231789,6.84978,0,0,0.395982,0.9,0.1,-87.2284
139,0.995818,0.996537,0.877375,1.24457,0.463468,0.231789,6.84978,0,0,0.395982,0.9,0.1,-87.2284
140,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
141,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
142,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
143,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
144,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
145,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
146,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
147,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
148,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
149,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
150,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
151,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
152,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
153,0.995914,0.996996,0.879021,1.24022,0.469368,0.232952,6.88217,0,0,0.391835,0.9,0.1,-86.5225
154,0.996012,0.996898,0.875256,1.22156,0.464905,0.233248,6.85204,0,0,0.421913,0.9,0.1,-87.3444
155,0.996012,0.996898,0.875256,1.22156,0.464905,0.233248,6.85204,0,0,0.421913,0.9,0.1,-87.3444
156,0.996055,0.996837,0.863984,1.18155,0.462491,0.228152,6.8213,0,0,0.450173,0.9,0.1,-87.1277
157,0.995837,0.996977,0.877433,1.21049,0.454351,0.234329,6.85049,0,0,0.407357,0.9,0.1,-86.3649
158,0.995837,0.996977,0.877433,1.21049,0.454351,0.234329,6.85049,0,0,0.407357,0.9,0.1,-86.3649
159,0.995837,0.996977,0.877433,1.21049,0.454351,0.234329,6.85049,0,0,0.407357,0.9,0.1,-86.3649
160,0.995837,0.996977,0.877433,1.21049,0.454351,0.234329,6.85049,0,0,0.407357,0.9,0.1,-86.3649
161,0.995837,0.996977,0.877433,1.21049,0.454351,0.234329,6.85049,0,0,0.407357,0.9,0.1,-86.3649
162,0.995837,0.996977,0.877433,1.21049,0.454351,0.234329,6.85049,0,0,0.407357,0.9,0.1,-86.3649
163,0.996326,0.996907,0.900006,1.23737,0.438851,0.245969,6.77842,0,0,0.402352,0.9,0.1,-86.9088
164,0.996326,0.996907,0.900006,1.23737,0.438851,0.245969,6.77842,0,0,0.402352,0.9,0.1,-86.9088
165,0.996369,0.997131,0.908436,1.22345,0.435592,0.250464,6.71577,0,0,0.398227,0.9,0.1,-86.7077
166,0.996369,0.997131,0.908436,1.22345,0.435592,0.250464,6.71577,0,0,0.398227,0.9,0.1,-86.7077
167,0.996369,0.997131,0.908436,1.22345,0.435592,0.250464,6.71577,0,0,0.398227,0.9,0.1,-86.7077
168,0.996929,0.997281,0.911781,1.19723,0.438361,0.255158,6.71686,0,0,0.468073,0.9,0.1,-86.3969
169,0.996929,0.997281,0.911781,1.19723,0.438361,0.255158,6.71686,0,0,0.468073,0.9,0.1,-86.3969
170,0.996416,0.997412,0.924218,1.20191,0.434342,0.260075,6.69794,0,0,0.399319,0.9,0.1,-85.5348
171,0.996416,0.997412,0.924218,1.20191,0.434342,0.260075,6.69794,0,0,0.399319,0.9,0.1,-85.5348
172,0.996416,0.997412,0.924218,1.20191,0.434342,0.260075,6.69794,0,0,0.399319,0.9,0.1,-85.5348
173,0.996311,0.99658,0.909176,1.18464,0.432862,0.253006,6.63388,0,0,0.438097,0.9,0.1,-87.4758
174,0.996311,0.99658,0.909176,1.18464,0.432862,0.253006,6.63388,0,0,0.438097,0.9,0.1,-87.4758
175,0.99539,0.996833,0.906066,1.1764,0.429045,0.248398,6.66881,0,0,0.371024,0.9,0.1,-89.3421
176,0.99552,0.997313,0.90843,1.20485,0.430208,0.25015,6.67712,0,0,0.405693,0.9,0.1,-89.7037
177,0.995996,0.997692,0.896491,1.207,0.446201,0.244584,6.74323,0,0,0.443716,0.9,0.1,-88.258
178,0.995986,0.997509,0.907223,1.21115,0.444972,0.249323,6.70322,0,0,0.42034,0.9,0.1,-89.2503
179,0.995739,0.997721,0.897812,1.22483,0.450418,0.243517,6.70606,0,0,0.392032,0.9,0.1,-89.4484
180,0.995739,0.997721,0.897812,1.22483,0.450418,0.243517,6.70606,0,0,0.392032,0.9,0.1,-89.4484
181,0.995601,0.997742,0.905209,1.22467,0.452084,0.245363,6.64096,0,0,0.344349,0.9,0.1,-88.1057
182,0.995646,0.998073,0.89636,1.22883,0.458903,0.241376,6.65654,0,0,0.373953,0.9,0.1,-88.4997
183,0.995646,0.998073,0.89636,1.22883,0.458903,0.241376,6.65654,0,0,0.373953,0.9,0.1,-88.4997
184,0.995363,0.998277,0.895705,1.21167,0.459907,0.240617,6.66496,0,0,0.350043,0.9,0.1,-87.2375
185,0.995363,0.998277,0.895705,1.21167,0.459907,0.240617,6.66496,0,0,0.350043,0.9,0.1,-87.2375
186,0.995363,0.998277,0.895705,1.21167,0.459907,0.240617,6.66496,0,0,0.350043,0.9,0.1,-87.2375
187,0.995363,0.998277,0.895705,1.21167,0.459907,0.240617,6.66496,0,0,0.350043,0.9,0.1,-87.2375
188,0.995363,0.998277,0.895705,1.21167,0.459907,0.240617,6.66496,0,0,0.350043,0.9,0.1,-87.2375
189,0.995373,0.997761,0.888371,1.19673,0.464196,0.238449,6.70172,0,0,0.361734,0.9,0.1,-88.0512
190,0.995373,0.997761,0.888371,1.19673,0.464196,0.238449,6.70172,0,0,0.361734,0.9,0.1,-88.0512
191,0.995373,0.997761,0.888371,1.19673,0.464196,0.238449,6.70172,0,0,0.361734,0.9,0.1,-88.0512
192,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
193,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
194,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
195,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
196,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
197,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
198,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
199,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
200,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
201,0.995309,0.99773,0.882741,1.17219,0.471425,0.23542,6.72698,0,0,0.369396,0.9,0.1,-87.6556
202,0.99496,0.99759,0.878663,1.14911,0.469926,0.232606,6.73619,0,0,0.344577,0.9,0.1,-88.0628
203,0.995334,0.997632,0.907481,1.19242,0.463356,0.246662,6.67771,0,0,0.31454,0.9,0.1,-85.9662
204,0.995334,0.997632,0.907481,1.19242,0.463356,0.246662,6.67771,0,0,0.31454,0.9,0.1,-85.9662
205,0.995334,0.997632,0.907481,1.19242,0.463356,0.246662,6.67771,0,0,0.31454,0.9,0.1,-85.9662
206,0.995334,0.997632,0.907481,1.19242,0.463356,0.246662,6.67771,0,0,0.31454,0.9,0.1,-85.9662
207,0.995334,0.997632,0.907481,1.19242,0.463356,0.246662,6.67771,0,0,0.31454,0.9,0.1,-85.9662
208,0.994861,0.997965,0.903691,1.18258,0.469644,0.24147,6.63862,0,0,0.269882,0.9,0.1,-86.3762
209,0.994904,0.997821,0.908986,1.17901,0.467548,0.24679,6.67797,0,0,0.279364,0.9,0.1,-87.2612
210,0.995137,0.997924,0.909454,1.17618,0.467723,0.247418,6.61623,0,0,0.281144,0.9,0.1,-86.4135
211,0.995137,0.997924,0.909454,1.17618,0.467723,0.247418,6.61623,0,0,0.281144,0.9,0.1,-86.4135
212,0.995137,0.997924,0.909454,1.17618,0.467723,0.247418,6.61623,0,0,0.281144,0.9,0.1,-86.4135
213,0.995137,0.997924,0.909454,1.17618,0.467723,0.247418,6.61623,0,0,0.281144,0.9,0.1,-86.4135
214,0.995137,0.997924,0.909454,1.17618,0.467723,0.247418,6.61623,0,0,0.281144,0.9,0.1,-86.4135
215,0.995182,0.997668,0.900215,1.1745,0.470256,0.242785,6.61994,0,0,0.298724,0.9,0.1,-88.1574
216,0.995031,0.998044,0.899686,1.17844,0.476434,0.242693,6.62458,0,0,0.289547,0.9,0.1,-86.6997
217,0.995031,0.998044,0.899686,1.17844,0.476434,0.242693,6.62458,0,0,0.289547,0.9,0.1,-86.6997
218,0.995031,0.998044,0.899686,1.17844,0.476434,0.242693,6.62458,0,0,0.289547,0.9,0.1,-86.6997
219,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
220,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
221,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
222,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
223,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
224,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
225,0.994763,0.998308,0.908033,1.14676,0.471647,0.245707,6.67104,0,0,0.260978,0.9,0.1,-86.0345
